company_name,description,current_stage,partners,founders,sectors,first_partnered_stage,first_partnered_year,first_partnered_date,initial_investment_type,exit_type,exit_description,company_profile_url,company_url,twitter_url,logo_url,image_url,source_url,scraped_at
Flywire,Global payment software platform.,Early Stage,Philippe Botteri,Mike Massaro (CEO),,Early Stage,2011,2011,series-a,IPO,NASDAQ: FLYW,https://www.accel.com/companies/flywire,https://www.flywire.com/,,https://cdn.sanity.io/images/458oembh/production/ad52735ac8e9d57bf2b489e0d9e1825cbeb56499-161x56.svg,https://cdn.sanity.io/images/458oembh/production/d088a16a23f874aa6e23861ed1f00ea63d029213-960x720.png,https://www.accel.com/companies,2026-05-29T18:35:24Z
Folio by Amitree,AI-Powered email optimization platform,Early Stage,Bruce Golden,Jonathan Aizen; Paul Knegten,,Early Stage,2015,2015,seed,,,https://www.accel.com/companies/amitree,http://www.home.amitree.com,https://twitter.com/amitreeinc,https://cdn.sanity.io/images/458oembh/production/eb55a72cf633536bf2d14e15ae3ae68d9eabca6a-1319x679.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Folk,CRM for building real relationships,Early Stage,Philippe Botteri,Simo Lemhandez; Thibaud Elziere,,Early Stage,2021,2021,seed,,,https://www.accel.com/companies/folk,https://www.folk.app/,https://twitter.com/folkhq,https://cdn.sanity.io/images/458oembh/production/c5fe2aec794eaca5f28fbea0265d9cb0740832a7-90x32.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Forescout,cybersecurity,Early Stage,Arthur Patterson,Oded Comay; Hezy Yeshurun; Doron Shikmoni; Dror Comay,,Early Stage,2001,2001,,IPO,NASDAQ: FSCT,https://www.accel.com/companies/forescout,http://www.forescout.com,,https://cdn.sanity.io/images/458oembh/production/0063d46160c80fc98ce39164e9fb261389b97d6f-614x83.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
ForgeRock,Digital identity management,Early Stage,Arun Mathew; Bruce Golden,Fran Rosch (CEO); Jonathan Scudder; Steve Ferris; Lasse Andresen; Hermann Svoren; Victor Ake,,Early Stage,2012,2012,series-a,IPO,NYSE: FORG,https://www.accel.com/companies/forgerock,http://www.forgerock.com,https://twitter.com/ForgeRock,https://cdn.sanity.io/images/458oembh/production/041d27882c8302076909ce04b37fb456aa93f0a3-3461x546.svg,https://cdn.sanity.io/images/458oembh/production/d572bc5603b608dd6c3098f258a086997cd5eebe-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Fortify,High-performance 3D printers,Early Stage,Eric Wolford,Josh Martin; Karlo Delos Reyes; Dan Shores; Scott Goodrich; Randy Erb,,Early Stage,2019,2019,series-a,,,https://www.accel.com/companies/fortify,http://www.3dfortify.com,https://twitter.com/3dfortify,https://cdn.sanity.io/images/458oembh/production/7aeb52fc919feb7b049cbc74defcedd9f46a7a3c-5169x685.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Fortigo,Fleet management service for truck owners,Early Stage,Subrata Mitra,Anjani Mandal; Vivek Malhotra,,Early Stage,2015,2015,seed,Acquired,by Cogoport,https://www.accel.com/companies/fortigo,http://www.4tigo.com,,https://cdn.sanity.io/images/458oembh/production/8fd6c47151a7a2bde11f58e4ed8f9eb0898cf89d-332x178.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Forus,AI healthcare tool for prescription access and delivery,,Amit Kumar; Nate Niparko,Sahir Jaggi,,,2025,2025,,,,https://www.accel.com/companies/forus,https://forus.com/,,https://cdn.sanity.io/images/458oembh/production/dd023bdc1650268c9a952b6ef8cbec0f3731e5d7-998x271.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Forus Health,Ophthalmology technology manufacturing and development,Early Stage,Anand Daniel,K. Chandrasekhar,,Early Stage,2012,2012,series-a,,,https://www.accel.com/companies/forus-health,http://www.forushealth.com,https://twitter.com/forus_health,https://cdn.sanity.io/images/458oembh/production/ed3f1adc24c8d9e8460c3c628683a1ebecb1d432-164x28.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Foundry Networks,networking hardware vendor,,,,,,1997,1997,,IPO,NASDAQ: FDRY,https://www.accel.com/companies/foundry-networks,http://www.foundrynet.com,,https://cdn.sanity.io/images/458oembh/production/fb3d959f67dd18a2f99d6b9a12c3148d4fa56113-1372x239.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Fractile,Next generation AI inference chip,Early Stage,Matt Robinson,Walter Goodwin,,Early Stage,2026,2026,,,,https://www.accel.com/companies/fractile,,,https://cdn.sanity.io/images/458oembh/production/a9c0db0d14ec3ebedc0df2a709bb252c9ba7dd43-1400x198.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Frame.io,Video review and collaboration software,Early Stage,Vas Natarajan,Emery Wells; John Traver,,Early Stage,2015,2015,seed,Acquired,by Adobe,https://www.accel.com/companies/frame-io,http://www.frame.io,https://twitter.com/Frame_io,https://cdn.sanity.io/images/458oembh/production/4d878b1aff1412a4c345d2a7654c7f19eec9817a-1150x278.svg,https://cdn.sanity.io/images/458oembh/production/df1095d88104ceac3f042c93165e439f1cc42fe1-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Framer,Interactive prototyping tool,Early Stage,Zhenya Loginov,Koen Bok; Jorn Van Dijk,,Early Stage,2017,2017,series-a,,,https://www.accel.com/companies/framer,http://www.framer.com,https://twitter.com/framer,https://cdn.sanity.io/images/458oembh/production/addc4edac8285a059dff89bfaacfc9a69445a77a-202x66.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Freshworks,Cloud-native customer engagement solutions,Early Stage,Shekhar Kirani; Sameer Gandhi,Girish Mathrubootham; Shan Krishnasamy,,Early Stage,2011,2011,seed,IPO,NASDAQ: FRSH,https://www.accel.com/companies/freshworks,http://www.freshworks.com,https://twitter.com/freshworksinc,https://cdn.sanity.io/images/458oembh/production/0e5f1b6f16588923f09629ef252418abb165faf1-966x216.png,https://cdn.sanity.io/images/458oembh/production/b05f8cee7180e9e0ba82df7c30b9abab750a9f67-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Funding Circle,Small business financing,,Harry Nelis,Samir Desai; Andrew Mullinger; James Meekings,,,2013,2013,,IPO,LON: FCH,https://www.accel.com/companies/funding-circle,http://www.fundingcircle.com,https://twitter.com/FundingCircleUS,https://cdn.sanity.io/images/458oembh/production/e15b2da4aac25a378331d43a9ccfc12d9a632631-540x175.svg,https://cdn.sanity.io/images/458oembh/production/b4dec953534e82601573c01821ace61465b9b93b-1024x682.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Fundly,Healthcare financing and allied solutions,Early Stage,Mahendran Balachandran,Amit Chawla; Shreeram Ramanathan,,Early Stage,2023,2023,seed,,,https://www.accel.com/companies/fundly-ai,http://Fundly.ai,,https://cdn.sanity.io/images/458oembh/production/38932f2a1db57f22edbf106aa887dce6340df837-400x400.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Fuse,Consumer renewable energy platform,Early Stage,Cecilia Wang,Alan Chang; Charles Orr,,Early Stage,2022,2022,series-a,,,https://www.accel.com/companies/fuse,https://www.fuseenergy.com/,,https://cdn.sanity.io/images/458oembh/production/8065afe1ef9640fe8a3a2dc0d65047e6f65fd28b-776x299.png,https://cdn.sanity.io/images/458oembh/production/f0e1d4ba67f894937645e8534932a5182401f81d-800x800.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Fusion-io,Flash memory technology design and manufacturing,,,David Flynn; Rick White,,,2010,2010,,Acquired,Acquired by SanDisk,https://www.accel.com/companies/fusion-io,,,https://cdn.sanity.io/images/458oembh/production/546803e3501018d7c58ac5308d12f030e308d124-614x89.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
G2,Software marketplace with peer reviews,Late Stage,Arun Mathew; Kevin Efrusy,Godard Abel; Mark Myers; Matt Gorniak; Mike Wheeler; Tim Handorf,,Late Stage,2017,2017,,,,https://www.accel.com/companies/g2,http://www.g2crowd.com,https://twitter.com/G2dotcom,https://cdn.sanity.io/images/458oembh/production/9884155d9f0e12d4492560e9eaa72858c1a7ceb7-557x572.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
GOAT,Online sneaker-selling platform,Late Stage,Ryan Sweeney,Eddy Lu; Daishin Sugano,,Late Stage,2017,2017,,,,https://www.accel.com/companies/goat,http://www.goat.com,https://twitter.com/goatapp,https://cdn.sanity.io/images/458oembh/production/7db7dc49a6b267ed47962f4e86dadba415c49fce-120x27.svg,https://cdn.sanity.io/images/458oembh/production/1f6ee6d3a91d4ca83d3923d44bcf27a1891a2f0d-2000x1500.webp,https://www.accel.com/companies,2026-05-29T18:35:24Z
Galileo,Payment processing solutions platform,Early Stage,John Locke; Ben Fletcher,Clay Wilkes,,Early Stage,2019,2019,series-a,Acquired,by SoFi,https://www.accel.com/companies/galileo,http://www.galileo-ft.com,https://twitter.com/galileo_tweets,https://cdn.sanity.io/images/458oembh/production/e32672f8c857fcbad8a05eee7f9eaea093ef7f98-139x29.svg,https://cdn.sanity.io/images/458oembh/production/284906644b0f5ade4dbc472b5f6fba9f055f0f2d-1800x1200.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Gameforge,Free-to-play multiplayer online games,Early Stage,Harry Nelis,Alexander Rösner; Klaas Kersting,,Early Stage,2007,2007,series-a,,,https://www.accel.com/companies/gameforge,https://gameforge.com/en-US/,https://twitter.com/gameforge,https://cdn.sanity.io/images/458oembh/production/0f1fce81564a2a36b0bb1eb9adaecb58044e28ba-914x189.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Gametime,Last-minute ticket purchasing for entertainment events,Early Stage,Andrew Braccia,Brad Griffith,,Early Stage,2014,2014,seed,,,https://www.accel.com/companies/gametime,http://www.gametime.co,https://twitter.com/gametimeunited,https://cdn.sanity.io/images/458oembh/production/aadf9bbe85b2eeba75029f3514ee14e5db1e3a31-160x40.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Gamma,AI-powered presentation platform,Early Stage,Vas Natarajan,Grant Lee; Jon Noronha; James Fox,,Early Stage,2021,2021,seed,,,https://www.accel.com/companies/gamma,https://gamma.app/,,https://cdn.sanity.io/images/458oembh/production/e5e1d24fbee716e45499c4eb2dc1162a4d2573b1-652x197.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Gel Data,Open-source graph-relational database,Early Stage,,Elvis Pranskevichus; Yury Selivanov,,Early Stage,2019,2019,seed,Acquired,by Vercel,https://www.accel.com/companies/geldata,https://www.edgedb.com/,,https://cdn.sanity.io/images/458oembh/production/5723e09b12833003ac9757989ed32e8425c4cd61-1920x1080.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Gem,All-in-one recruiting platform,Early Stage,Daniel Levine,Steven Bartel; Nick Bushak,,Early Stage,2018,2018,seed,,,https://www.accel.com/companies/gem,http://www.gem.com,https://twitter.com/Gem_Software,https://cdn.sanity.io/images/458oembh/production/e966528ac101754f9fcb9dd93b5f07f65084ec89-762x216.svg,https://cdn.sanity.io/images/458oembh/production/03e611f771ef64370c1a8f41a3857755894c07d1-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Generation Lab,At-home biological aging diagnostics,Early Stage,Kerry Wang,Alina Rui Su; Dr. Irina Conboy; Michael Suswal,,Early Stage,2025,2025,seed,,,https://www.accel.com/companies/generation-lab,https://www.generationlab.com/,,https://cdn.sanity.io/images/458oembh/production/f36494ce91e26b51691b65abcd40ab56dfed2a80-1919x504.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Genesis,Software application development for financial market organizations,Early Stage,Andrei Brasoveanu,Stephen Murphy; James Harrison,,Early Stage,2021,2021,,,,https://www.accel.com/companies/genesis,https://genesis.global/,,https://cdn.sanity.io/images/458oembh/production/e2be2cbf2b55ab41f9079c999ce4ed8e533207a4-200x34.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Gently,Personal care brand for infants and children,Early Stage,Prashanth Prakash,Ramadhan Satrio Nugroho; Nyoman Anjani,,Early Stage,2024,2024,seed,,,https://www.accel.com/companies/gently,https://www.gently.co.id/,,https://cdn.sanity.io/images/458oembh/production/b0ec6e30dfb404206fca51c445e52e2699e1646b-1529x538.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Gloat,Agile workforce operating system,Early Stage,Philippe Botteri,Ben Reuveni; Danny Shteinberg; Amichai Schreiber,,Early Stage,2021,2021,,,,https://www.accel.com/companies/gloat,https://www.gloat.com/,,https://cdn.sanity.io/images/458oembh/production/5987e3dd9b1100a3e512b4ea59aeac6434148ca5-672x462.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
GlowRoad,Social e-commerce platform,Early Stage,Prashanth Prakash,Sonal Verma; Kunal Sinha; Nilesh Padariya; Nitesh Pant,,Early Stage,2017,2017,series-a,Acquired,by Amazon,https://www.accel.com/companies/glowroad,http://www.glowroad.com,https://twitter.com/glowroad,https://cdn.sanity.io/images/458oembh/production/0e334688d76f38b9f059766267c906341c71e7ec-1851x449.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
GoCardless,Recurring payment collection platform for businesses,Early Stage,Matt Robinson,Hiroki Takeuchi; Matt Robinson; Tom Blomfield,,Early Stage,2011,2011,seed,,,https://www.accel.com/companies/gocardless,http://www.gocardless.com,https://twitter.com/gocardless,https://cdn.sanity.io/images/458oembh/production/7023b1130507f7df9fe16ea5e19ff2d12d930d6e-1168x172.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
GoFundMe,Crowdfunding platform,Early Stage,John Locke; Matt Weigand,Tim Cadogan (CEO); Andy Ballester; Brad Damphousse,,Early Stage,2015,2015,series-a,,,https://www.accel.com/companies/gofundme,http://www.gofundme.com,https://twitter.com/gofundmecharity,https://cdn.sanity.io/images/458oembh/production/6c3375ff9098b4b22513c876d15d118d33f32454-800x280.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Gopuff,Instant needs delivery platform providing daily essentials,Late Stage,Ryan Sweeney,Yakir Gola; Rafael Ilishayev,,Late Stage,2018,2018,,,,https://www.accel.com/companies/gopuff,https://gopuff.com,https://twitter.com/gopuff,https://cdn.sanity.io/images/458oembh/production/725b5676d03286ba82c40ce60934464aa95a4556-957x317.svg,https://cdn.sanity.io/images/458oembh/production/bea3abe14cd4a79b9c9c10cd58683ba17861c435-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Govini,Software built for defense acquisition,Early Stage,Arthur Patterson,Eric Gillespie,,Early Stage,2012,2012,series-a,,,https://www.accel.com/companies/govini,http://www.govini.com,https://twitter.com/govininews,https://cdn.sanity.io/images/458oembh/production/ea30650b1247e7c21fb8ef5a2c84e01bde6183ae-1799x649.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Graphite,AI-powered solution for code review and pull request management,Late Stage,Christine Esserman,Merrill Lutsky; Tomas Reimers; Greg Foster,,Late Stage,2025,2025,,,,https://www.accel.com/companies/graphite,https://www.graphite.dev/,,https://cdn.sanity.io/images/458oembh/production/8df6477e0f07a69d357876ebd0babe6eceaa0d8d-1920x384.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Gravity Sketch,3D design and collaboration platform,Early Stage,Harry Nelis,Daniel Thomas; Daniela Paredes; Oluwaseyi Sosanya,,Early Stage,2022,2022,series-a,,,https://www.accel.com/companies/gravity-sketch,https://www.gravitysketch.com/,https://twitter.com/GravitySketch,https://cdn.sanity.io/images/458oembh/production/35ffd58aa594e0ce724273ce0f33d3e3c3a4c6db-531x85.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Groupon,E-commerce platform for subscribers,,Kevin Efrusy,Andrew Mason; Eric Lefkofsky; Brad Keywell,,,2009,2009,,IPO,NASDAQ: GRPN,https://www.accel.com/companies/groupon,http://www.groupon.com,https://twitter.com/groupon,https://cdn.sanity.io/images/458oembh/production/6dcee557b2b93fe8e8b83edecdb500bd5fcbd553-290x47.svg,https://cdn.sanity.io/images/458oembh/production/07de08486b1fb7c6b4fef680359b3894c498f096-3000x1996.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Guru,Knowledge management software,Late Stage,Miles Clements,Rick Nucci,,Late Stage,2020,2020,,,,https://www.accel.com/companies/guru,http://www.getguru.com,https://twitter.com/guru_hq,https://cdn.sanity.io/images/458oembh/production/2241b65176eed327c892b6c5206c6c943a3b872f-1284x408.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Gut Wellness Club,AI-based healthcare platform to heal naturally,Early Stage,Mahendran Balachandran,Anita Shet,,Early Stage,2023,2023,seed,,,https://www.accel.com/companies/gut-wellness-club,https://www.gutwellnessclub.in/,,https://cdn.sanity.io/images/458oembh/production/28ccf2f3013f2b1f87e4b0c7f3ecae165db5a9bb-5817x2144.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
H Company,Outrageous AI capabilities for task automation & decision-making,Early Stage,Rich Wong; Philippe Botteri,Charles Kantor; Karl Tuyls; Laurent Sifre; Daan Wierstra; Julien Perolat,,Early Stage,,,seed,,,https://www.accel.com/companies/h-company,https://www.hcompany.ai/,,https://cdn.sanity.io/images/458oembh/production/5d61901581a3ae4515c35286aeab28c535312a98-678x448.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Haber,AI-driven automation to maximize efficiency & output in process industries,Early Stage,Pratik Agarwal,Priya Venkat; Vipin Raghavan; Anjunan PN,,Early Stage,2019,2019,series-a,,,https://www.accel.com/companies/haber,http://www.haberwater.com,https://twitter.com/haber_tech,https://cdn.sanity.io/images/458oembh/production/d8e24eda7993211b27e0a3a5973cbd457969ca8f-204x51.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Hashnode,Content creation platform for developers,Early Stage,Shekhar Kirani,Sandeep Panda; Syed Rahman; Fazle Rahman,,Early Stage,2021,2021,series-a,,,https://www.accel.com/companies/hashnode,https://hashnode.com/,,https://cdn.sanity.io/images/458oembh/production/1d68fa0a52ea1418a285165faea7eb65b682fdeb-332x56.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Hassle,Booking and payment platform for in-home services,Early Stage,Martin Gibson,Alex Depledge; Jules Coleman; Tom Nimmo,,Early Stage,2014,2014,series-a,Acquired,by Helpling,https://www.accel.com/companies/hassle,http://www.helpling.com,https://twitter.com/helplinghq,https://cdn.sanity.io/images/458oembh/production/36d2f265188753470e3cdae15dd1b5bf741bfff0-1008x162.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Headway,Managed marketplace for mental health professionals,Early Stage,Amit Kumar,Andrew Adams; Jake Sussman; Dan Ross; Kevin Chan,,Early Stage,2019,2019,seed,,,https://www.accel.com/companies/headway,https://headway.co/,https://x.com/try_headway,https://cdn.sanity.io/images/458oembh/production/17933239f5099a313ffee2d4e3045f186caa5aa2-735x140.svg,https://cdn.sanity.io/images/458oembh/production/86ecbbc94425c48cf876463ec678723753a509e6-1024x1024.png,https://www.accel.com/companies,2026-05-29T18:35:24Z
